"hospital","test_code","instr_code","qc_name","qc_lot","date_performed","date","time","tech_code","shift","result","modifier","verbose","mean","sd"
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-17 09:00:00","2021-07-17","09:00:00",3646,2,81,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-17 10:25:00","2021-07-17","10:25:00",8081,2,84,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-17 16:09:00","2021-07-17","16:09:00",3779,2,81.9,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-17 17:15:00","2021-07-17","17:15:00",3779,2,81.4,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-18 02:14:00","2021-07-18","02:14:00",3779,1,81,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-18 08:24:00","2021-07-18","08:24:00",8081,2,81.5,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-18 09:30:00","2021-07-18","09:30:00",8081,2,82.5,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-18 13:08:00","2021-07-18","13:08:00",8081,2,81.5,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-18 16:24:00","2021-07-18","16:24:00",8067,2,81.5,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-19 00:24:00","2021-07-19","00:24:00",1636,1,80.7,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-19 09:10:00","2021-07-19","09:10:00",3646,2,79.9,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-19 10:25:00","2021-07-19","10:25:00",8093,2,84.5,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-19 11:26:00","2021-07-19","11:26:00",3646,2,81.4,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-19 14:21:00","2021-07-19","14:21:00",3646,2,80.3,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-19 15:31:00","2021-07-19","15:31:00",3646,2,81.6,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-19 17:36:00","2021-07-19","17:36:00",8084,2,81,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-20 01:39:00","2021-07-20","01:39:00",3366,3,80.7,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-20 08:09:00","2021-07-20","08:09:00",8093,2,81.4,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-20 10:10:00","2021-07-20","10:10:00",8093,2,81.9,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-20 15:25:00","2021-07-20","15:25:00",4218,2,82,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-20 16:50:00","2021-07-20","16:50:00",3463,2,81.8,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-20 22:11:00","2021-07-20","22:11:00",3463,3,81.1,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-21 09:34:00","2021-07-21","09:34:00",3878,2,81.2,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-21 10:47:00","2021-07-21","10:47:00",3878,2,81.5,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-21 13:53:00","2021-07-21","13:53:00",3878,2,81,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-21 15:26:00","2021-07-21","15:26:00",4218,2,81.4,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-21 16:29:00","2021-07-21","16:29:00",3463,3,81.9,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-21 16:37:00","2021-07-21","16:37:00",3463,3,82,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-21 23:41:00","2021-07-21","23:41:00",3366,3,81.5,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-22 08:35:00","2021-07-22","08:35:00",3878,1,80.3,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-22 10:19:00","2021-07-22","10:19:00",3878,2,81.5,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-22 12:47:00","2021-07-22","12:47:00",3691,2,81.3,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-22 15:48:00","2021-07-22","15:48:00",3646,2,81.5,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-22 15:52:00","2021-07-22","15:52:00",3646,2,81,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-22 21:09:00","2021-07-22","21:09:00",3646,3,80.5,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-23 08:29:00","2021-07-23","08:29:00",3878,1,81.4,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-23 08:32:00","2021-07-23","08:32:00",3878,1,81.3,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-23 10:09:00","2021-07-23","10:09:00",3897,2,81.6,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-23 11:58:00","2021-07-23","11:58:00",3878,2,81.5,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-23 15:14:00","2021-07-23","15:14:00",4218,2,81.1,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-23 16:05:00","2021-07-23","16:05:00",3646,2,81.7,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-23 22:31:00","2021-07-23","22:31:00",3646,3,81,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-24 09:03:00","2021-07-24","09:03:00",3686,1,81.2,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-24 11:11:00","2021-07-24","11:11:00",3686,1,80.6,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-24 15:50:00","2021-07-24","15:50:00",3145,2,80.9,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-24 16:51:00","2021-07-24","16:51:00",3145,2,81.3,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-25 01:54:00","2021-07-25","01:54:00",1900,1,80,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-25 08:28:00","2021-07-25","08:28:00",3686,2,79.7,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-25 11:04:00","2021-07-25","11:04:00",3686,2,80.5,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-25 16:28:00","2021-07-25","16:28:00",8067,3,80.3,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-25 21:27:00","2021-07-25","21:27:00",8067,3,82.2,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-26 09:04:00","2021-07-26","09:04:00",3878,2,80.4,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-26 10:00:00","2021-07-26","10:00:00",3691,2,80.9,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-26 11:14:00","2021-07-26","11:14:00",3878,2,81.2,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-26 14:22:00","2021-07-26","14:22:00",3878,2,81.3,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-26 16:49:00","2021-07-26","16:49:00",3686,3,81.1,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-26 21:00:00","2021-07-26","21:00:00",3686,3,81.2,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-27 08:51:00","2021-07-27","08:51:00",3878,1,81.5,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-27 09:47:00","2021-07-27","09:47:00",3691,2,82,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-27 11:04:00","2021-07-27","11:04:00",3878,2,81.7,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-27 13:25:00","2021-07-27","13:25:00",3878,2,80.4,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-27 16:06:00","2021-07-27","16:06:00",8058,2,81.6,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-27 17:31:00","2021-07-27","17:31:00",8058,2,81.2,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-27 17:37:00","2021-07-27","17:37:00",8058,2,81.5,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-28 09:57:00","2021-07-28","09:57:00",3878,2,81.4,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-28 10:18:00","2021-07-28","10:18:00",3878,2,82,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-28 11:24:00","2021-07-28","11:24:00",3878,2,81.2,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-28 12:17:00","2021-07-28","12:17:00",3878,2,80.4,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-28 13:08:00","2021-07-28","13:08:00",3878,2,81.3,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-28 16:06:00","2021-07-28","16:06:00",8058,2,81.1,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-28 17:54:00","2021-07-28","17:54:00",8058,3,80.8,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-28 18:05:00","2021-07-28","18:05:00",8058,3,80.6,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-29 09:11:00","2021-07-29","09:11:00",3878,2,81.5,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-29 09:57:00","2021-07-29","09:57:00",8093,2,82.1,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-29 10:27:00","2021-07-29","10:27:00",3878,2,81.1,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-29 10:56:00","2021-07-29","10:56:00",3878,2,81.4,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-29 11:21:00","2021-07-29","11:21:00",3878,2,82,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-29 12:00:00","2021-07-29","12:00:00",3878,2,81.2,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-29 12:58:00","2021-07-29","12:58:00",8093,2,81.3,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-29 14:23:00","2021-07-29","14:23:00",3878,2,81.5,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-29 15:37:00","2021-07-29","15:37:00",4218,2,81.9,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-29 16:30:00","2021-07-29","16:30:00",3208,3,81,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-29 17:29:00","2021-07-29","17:29:00",3208,3,81.5,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-29 19:55:00","2021-07-29","19:55:00",8084,3,81.1,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-29 23:45:00","2021-07-29","23:45:00",8084,3,81.5,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-30 08:59:00","2021-07-30","08:59:00",1636,1,81,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-30 10:43:00","2021-07-30","10:43:00",1636,2,81.5,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-30 14:10:00","2021-07-30","14:10:00",1636,2,81.4,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-30 16:39:00","2021-07-30","16:39:00",3880,3,81.6,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-30 22:39:00","2021-07-30","22:39:00",3878,3,82,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-31 08:27:00","2021-07-31","08:27:00",8081,2,81.3,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-31 11:07:00","2021-07-31","11:07:00",8081,2,81,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-31 16:17:00","2021-07-31","16:17:00",8084,3,81.4,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-07-31 16:42:00","2021-07-31","16:42:00",8084,3,82.1,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-08-01 00:43:00","2021-08-01","00:43:00",8084,3,81.5,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-08-01 08:32:00","2021-08-01","08:32:00",3878,2,79.8,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-08-01 11:17:00","2021-08-01","11:17:00",3878,2,80.3,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-08-01 15:53:00","2021-08-01","15:53:00",8084,2,79.3,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-08-01 16:12:00","2021-08-01","16:12:00",8084,2,79.1,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-08-02 08:29:00","2021-08-02","08:29:00",8081,1,80,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-08-02 09:01:00","2021-08-02","09:01:00",8081,1,81.9,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-08-02 11:23:00","2021-08-02","11:23:00",8081,2,81,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
"SPH","CRQ","PADV2","CH1","92901 EXP SEP2022","2021-08-02 17:47:00","2021-08-02","17:47:00",3779,3,80.6,NA,"     Creatinine QC BY (SPH) Advia 1650 - 2, PHC BR LC Chemistry L1 LOT #: 92901 EXP SEP2022",81.1,2
